"age","workclass","fnlwgt","education","educationnum","maritalstatus","occupation","relationship","race","sex","capitalgain","capitalloss","hoursperweek","nativecountry","income","native.country"
58," Private",196643," HS-grad",9," Divorced"," Sales"," Not-in-family"," White"," Female",0,0,15," United-States"," <=50K"," United-States"
51," Private",70767," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Other-relative"," White"," Female",0,0,40," United-States"," <=50K"," United-States"
21," Private",353628," 10th",6," Separated"," Sales"," Unmarried"," Black"," Female",0,0,38," United-States"," <=50K"," United-States"
31," Private",272069," Assoc-voc",11," Divorced"," Transport-moving"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
26," Private",22328," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States"," >50K"," United-States"
25," Self-emp-inc",148888," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,60," United-States"," >50K"," United-States"
23," Local-gov",324637," Some-college",10," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",0,0,30," United-States"," <=50K"," United-States"
42," ?",212206," Masters",14," Married-civ-spouse"," ?"," Wife"," White"," Female",0,1887,48," United-States"," >50K"," United-States"
45," Private",252079," Some-college",10," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,50," United-States"," >50K"," United-States"
70," Private",315868," Bachelors",13," Divorced"," Adm-clerical"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
40," State-gov",174283," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,1887,50," United-States"," >50K"," United-States"
17," Private",126832," 10th",6," Never-married"," Other-service"," Own-child"," White"," Male",0,0,30," United-States"," <=50K"," United-States"
18," Private",126071," HS-grad",9," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
23," State-gov",283499," HS-grad",9," Never-married"," Protective-serv"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
56," Private",136472," 7th-8th",4," Married-civ-spouse"," Machine-op-inspct"," Husband"," Black"," Male",0,0,48," United-States"," <=50K"," United-States"
31," Private",164190," 10th",6," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
23," Private",380281," Assoc-acdm",12," Never-married"," Other-service"," Own-child"," White"," Male",0,0,25," Columbia"," <=50K"," Columbia"
55," Local-gov",209535," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," >50K"," United-States"
54," Private",156003," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
33," Self-emp-not-inc",272359," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",7298,0,80," United-States"," >50K"," United-States"
53," Private",192386," HS-grad",9," Separated"," Transport-moving"," Unmarried"," White"," Male",0,0,45," United-States"," <=50K"," United-States"
61," Private",175331," 10th",6," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
47," Private",161311," HS-grad",9," Divorced"," Machine-op-inspct"," Unmarried"," White"," Female",0,0,30," United-States"," <=50K"," United-States"
67," Private",118363," Bachelors",13," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",0,2206,5," United-States"," <=50K"," United-States"
59," Local-gov",181242," 10th",6," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
35," Private",356238," Assoc-acdm",12," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,80," United-States"," >50K"," United-States"
63," Private",34098," 10th",6," Widowed"," Farming-fishing"," Unmarried"," White"," Female",0,0,56," United-States"," <=50K"," United-States"
30," Private",224462," HS-grad",9," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
19," Private",199495," HS-grad",9," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
45," Private",175262," 9th",5," Married-civ-spouse"," Handlers-cleaners"," Husband"," Asian-Pac-Islander"," Male",0,0,40," India"," <=50K"," India"
30," Private",186420," Bachelors",13," Never-married"," Tech-support"," Not-in-family"," White"," Female",0,0,35," United-States"," <=50K"," United-States"
30," Private",328242," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," Asian-Pac-Islander"," Male",0,0,40," Hong"," >50K"," Hong"
27," Private",144133," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Other-relative"," White"," Male",0,0,50," United-States"," <=50K"," United-States"
33," Private",312055," Bachelors",13," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
30," Local-gov",40338," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
29," Private",285419," 12th",8," Never-married"," Tech-support"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
19," ?",385901," Some-college",10," Never-married"," ?"," Own-child"," White"," Male",0,0,22," United-States"," <=50K"," United-States"
43," Private",184378," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,35," United-States"," <=50K"," United-States"
30," Private",460408," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," >50K"," United-States"
55," Private",194290," HS-grad",9," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
41," Private",95168," HS-grad",9," Never-married"," Machine-op-inspct"," Unmarried"," Black"," Female",0,0,40," United-States"," <=50K"," United-States"
71," ?",108390," Some-college",10," Married-civ-spouse"," ?"," Husband"," White"," Male",3432,0,20," United-States"," <=50K"," United-States"
41," Private",152529," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," United-States"," >50K"," United-States"
18," Private",133654," HS-grad",9," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"," United-States"
57," Private",73051," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
56," Self-emp-not-inc",60166," 1st-4th",2," Never-married"," Exec-managerial"," Not-in-family"," Amer-Indian-Eskimo"," Male",0,0,65," United-States"," <=50K"," United-States"
64," ?",338355," Assoc-voc",11," Married-civ-spouse"," ?"," Wife"," White"," Female",0,0,15," United-States"," <=50K"," United-States"
61," Private",101500," Assoc-voc",11," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
36," State-gov",36397," Bachelors",13," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",0,0,55," United-States"," <=50K"," United-States"
48," Private",176917," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,55," United-States"," <=50K"," United-States"
27," Private",130807," Assoc-acdm",12," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
18," Private",90934," Some-college",10," Never-married"," Sales"," Own-child"," White"," Male",0,0,28," United-States"," <=50K"," United-States"
30," Private",189759," Bachelors",13," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
24," Private",258298," Assoc-voc",11," Never-married"," Tech-support"," Not-in-family"," White"," Male",0,0,45," United-States"," <=50K"," United-States"
35," Private",87556," Masters",14," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,45," United-States"," >50K"," United-States"
50," Private",183173," HS-grad",9," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",99999,0,40," United-States"," >50K"," United-States"
38," Self-emp-not-inc",151322," HS-grad",9," Separated"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
57," Local-gov",47392," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," >50K"," United-States"
65," ?",76043," HS-grad",9," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,1," United-States"," >50K"," United-States"
43," Private",163455," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," >50K"," United-States"
45," Private",387074," Assoc-voc",11," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
59," Federal-gov",195467," Masters",14," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
26," Private",255193," 11th",7," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",3411,0,40," United-States"," <=50K"," United-States"
27," Private",191177," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"," United-States"
37," State-gov",239409," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,60," United-States"," >50K"," United-States"
26," Private",164488," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,1887,40," United-States"," >50K"," United-States"
28," Private",189530," Assoc-acdm",12," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," >50K"," United-States"
39," Private",89419," Assoc-voc",11," Divorced"," Other-service"," Not-in-family"," Amer-Indian-Eskimo"," Female",0,0,40," Columbia"," <=50K"," Columbia"
39," Private",194287," 7th-8th",4," Never-married"," Other-service"," Own-child"," White"," Male",0,1602,35," United-States"," <=50K"," United-States"
44," Private",67065," Assoc-voc",11," Never-married"," Priv-house-serv"," Not-in-family"," White"," Male",594,0,25," United-States"," <=50K"," United-States"
47," Federal-gov",160647," HS-grad",9," Separated"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"," United-States"
20," Private",110597," Some-college",10," Never-married"," Sales"," Own-child"," White"," Female",0,0,30," United-States"," <=50K"," United-States"
46," Private",70754," 7th-8th",4," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,50," United-States"," <=50K"," United-States"
62," Private",252668," Masters",14," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,70," United-States"," <=50K"," United-States"
37," Private",86551," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States"," >50K"," United-States"
35," Private",241998," HS-grad",9," Never-married"," Sales"," Not-in-family"," White"," Male",4787,0,40," United-States"," >50K"," United-States"
41," Private",204235," Assoc-voc",11," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States"," >50K"," United-States"
36," Local-gov",127772," Bachelors",13," Divorced"," Prof-specialty"," Unmarried"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
45," Private",203653," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Husband"," Black"," Male",7298,0,40," United-States"," >50K"," United-States"
48," Private",185143," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
36," Private",143068," Some-college",10," Divorced"," Craft-repair"," Unmarried"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
42," Private",196626," 7th-8th",4," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
25," Private",71351," 1st-4th",2," Never-married"," Other-service"," Other-relative"," White"," Male",0,0,25," El-Salvador"," <=50K"," El-Salvador"
27," Private",199314," Bachelors",13," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",0,0,40," Poland"," <=50K"," Poland"
54," Private",97778," 7th-8th",4," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
22," Private",317528," Some-college",10," Never-married"," Sales"," Own-child"," White"," Male",0,0,34," United-States"," <=50K"," United-States"
41," Private",173858," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," Asian-Pac-Islander"," Male",0,0,40," China"," <=50K"," China"
45," Private",474617," HS-grad",9," Divorced"," Sales"," Unmarried"," Black"," Male",5455,0,40," United-States"," <=50K"," United-States"
19," Private",264390," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,2001,40," United-States"," <=50K"," United-States"
49," Private",184986," HS-grad",9," Divorced"," Other-service"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"," United-States"
48," Private",159726," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,55," United-States"," >50K"," United-States"
